Cites,Authors,Document Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
91,"RV Rao, PJ Pawar, JP Davim","Parameter optimization of ultrasonic machining process using nontraditional optimization algorithms",2010,"Materials and Manufacturing …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10426914.2010.489788","https://scholar.google.com/scholar?cites=13130971516294304397&as_sdt=2005&sciodt=0,5&hl=en",4,"2020-01-23 14:01:29","","","","",,,,,91,9.10,30,3,10,"The optimum selection of process parameters is essential for advanced machining processes, as these processes incur high initial investment, tooling cost, and operating and maintenance costs. This article presents optimization aspects of an important advanced …"
69,"R Venkata Rao, VD Kalyankar","Parameter optimization of machining processes using a new optimization algorithm",2012,"Materials and Manufacturing …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10426914.2011.602792","https://scholar.google.com/scholar?cites=7148070806005368312&as_sdt=2005&sciodt=0,5&hl=en",6,"2020-01-23 14:01:29","","","","",,,,,69,8.63,35,2,8,"A new advanced algorithm is proposed for the process parameter optimization of machining processes. This algorithm is inspired by the teaching-learning process, and it works on the effect of influence of a teacher on the output of learners in a class. The results obtained by …"
41,"R Martinez-Maldonado, A Pardo, N Mirriahi…","The LATUX workflow: designing and deploying awareness tools in technology-enabled learning settings",2015,"… on Learning Analytics …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2723576.2723583","https://scholar.google.com/scholar?cites=6062653171697893335&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-01-23 14:01:29","","","","",,,,,41,8.20,10,4,5,"Designing, deploying and validating learning analytics tools for instructors or students is a challenge requiring techniques and methods from different disciplines, such as software engineering, human-computer interaction, educational design and psychology. Whilst each …"
49,"JC Nash","Nonlinear parameter optimization using R tools",2014,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=QZFPAwAAQBAJ&oi=fnd&pg=PT10&dq=optimization%7Clearning%7Clearn%7Coptimize+tool%7Cmachining%7Cform%7Cforming%7Ctools+setting%7Csettings%7Csetup%7Cestimation%7Cparameter&ots=Jn2oMqA88I&sig=1Njx5buj578nUJKwPITT6ANxPJM","https://scholar.google.com/scholar?cites=6623058174833878953&as_sdt=2005&sciodt=0,5&hl=en",9,"2020-01-23 14:01:29","BOOK","","","",,,,,49,8.17,49,1,6,"Nonlinear Parameter Optimization Using R John C. Nash, Telfer School of Management, University of Ottawa, Canada A systematic and comprehensive treatment of optimization software using R In recent decades, optimization techniques have been streamlined by …"
65,"AP Paiva, PH Campos, JR Ferreira, LGD Lopes…","A multivariate robust parameter design approach for optimization of AISI 52100 hardened steel turning with wiper mixed ceramic tool",2012,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0263436811001466","https://scholar.google.com/scholar?cites=4258326438923688255&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-01-23 14:01:29","","","","",,,,,65,8.13,13,5,8,"This paper presents an experimental study of AISI 52100 hardened steel turned with wiper mixed ceramic (Al 2 O 3+ TiC) inserts coated with TiN, using Multivariate Robust Parameter Design (MRPD). The main characteristic of this new optimization approach consists of …"
56,"A Ghosal, A Manna","Response surface method based optimization of ytterbium fiber laser parameter during machining of Al/Al2O3-MMC",2013,"Optics & laser technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0030399212001910","https://scholar.google.com/scholar?cites=14622550080639775169&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-01-23 14:01:29","","","","",,,,,56,8.00,28,2,7,"This paper presents the investigated results on machining of Al/Al 2 O 3-MMC by ytterbium fiber laser. The effects of the different parameters on the response characteristics are explained. A comprehensive mathematical models for correlating the interactive and higher …"
7,"G Zhou, Q Lu, Z Xiao, C Zhou, C Tian","Cutting parameter optimization for machining operations considering carbon emissions",2019,"Journal of cleaner production","Elsevier","https://www.sciencedirect.com/science/article/pii/S095965261833213X","https://scholar.google.com/scholar?cites=3885532658975739043&as_sdt=2005&sciodt=0,5&hl=en",64,"2020-01-23 14:01:29","","","","",,,,,7,7.00,1,5,1,"With the aggravation of global warming and implementation of carbon policies such as carbon tax and carbon labeling, manufacturing enterprises have to cope with the stress from eco-environment and production cost. Cutting parameters in the part machining process …"
40,"V Mugendiran, A Gnanavelbabu, R Ramadoss","Parameter optimization for surface roughness and wall thickness on AA5052 Aluminium alloy by incremental forming using response surface methodology",2014,"Procedia Engineering","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877705814035127","https://scholar.google.com/scholar?cites=181476548241123791&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-01-23 14:01:29","","","","",,,,,40,6.67,13,3,6,"Surface quality and wall thickness mainly depends on the input parameters during forming process. This study aims to optimize surface roughness and wall thickness through incremental forming on AA5052 Aluminium alloy at room temperature by controlling the …"
36,"G Ugrasen, HV Ravindra, GVN Prakash…","Process optimization and estimation of machining performances using artificial neural network in wire EDM",2014,"Procedia Materials …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211812814005707","https://scholar.google.com/scholar?cites=17267905760976041581&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-01-23 14:01:29","","","","",,,,,36,6.00,9,4,6,"Abstract Wire Electrical Discharge Machining (WEDM) is a specialized thermal machining process capable of accurately machining parts with varying hardness or complex shapes, which have sharp edges that are very difficult to be machined by the main stream machining …"
17,"S Qu, J Zhao, T Wang","Experimental study and machining parameter optimization in milling thin-walled plates based on NSGA-II",2017,"The International Journal of Advanced …","Springer","https://link.springer.com/article/10.1007/s00170-016-9265-1","https://scholar.google.com/scholar?cites=12803678084222347064&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-01-23 14:01:29","","","","",,,,,17,5.67,6,3,3,"The selection of machining parameters in milling thin-walled plates affects deformation, quality, and productivity of the machined parts. This paper presents an optimization procedure to determine and validate the optimum machining parameters in milling thin …"
17,"GB Reedy, M Lavelle, T Simpson…","… of the Human Factors Skills for Healthcare Instrument: a valid and reliable tool for assessing interprofessional learning across healthcare practice settings",2017,"… Enhanced Learning","stel.bmj.com","https://stel.bmj.com/content/3/4/135.abstract","https://scholar.google.com/scholar?cites=4524555180409060661&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-01-23 14:01:29","HTML","","","",,,,,17,5.67,4,4,3,"Background A central feature of clinical simulation training is human factors skills, providing staff with the social and cognitive skills to cope with demanding clinical situations. Although these skills are critical to safe patient care, assessing their learning is challenging. This …"
11,"L Bouzid, S Berkani, M Yallese…","Estimation and optimization of flank wear and tool lifespan in finish turning of AISI 304 stainless steel using desirability function approach",2018,"… Journal of Industrial …","growingscience.com","http://growingscience.com/beta/ijiec/2650-estimation-and-optimization-of-flank-wear-and-tool-lifespan-in-finish-turning-of-aisi-304-stainless-steel-using-desirability-function-approach.html","https://scholar.google.com/scholar?cites=1271844558646224682&as_sdt=2005&sciodt=0,5&hl=en",62,"2020-01-23 14:01:29","","","","",,,,,11,5.50,3,4,2,"The wear of cutting tools remains a major obstacle. The effects of wear are not only antagonistic at the lifespan and productivity, but also harmful with the surface quality. The present work deals with some machinability studies on flank wear, surface roughness, and …"
37,"VB Magdum, VR Naik","Evaluation and optimization of machining parameter for turning of EN 8 steel",2013,"International Journal of …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/8646/a31bc612c57f3447d446d41cea0fe2a44de1.pdf","https://scholar.google.com/scholar?cites=14729214930749674160&as_sdt=2005&sciodt=0,5&hl=en",10,"2020-01-23 14:01:29","PDF","","","",,,,,37,5.29,19,2,7,"This study used for optimization and evaluation of machining parameters for turning on EN8 steel on Lathe machine. This study investigates the use of tool materials and process parameters for machining forces for selected parameter range and estimation of optimum …"
21,"S Almekhlafy, A Alzubi","Mobile-mediated communication a tool for language exposure in EFL informal learning settings",2016,"Arab World English Journal (AWEJ) …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2804018","https://scholar.google.com/scholar?cites=8749025587410267155&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-01-23 14:01:29","","","","",,,,,21,5.25,11,2,4,"This paper investigates the role of WhatsApp, a widely used application in cell phones, in providing EFL learners with appropriate learning settings to use English language freely and effectively. To achieve the goal of the study, the researchers chose four native speakers of …"
15,"A Kumar, H Majumder, K Vivekananda, K Maity","NSGA-II approach for multi-objective optimization of wire electrical discharge machining process parameter on inconel 718",2017,"Mater Today: Proc","academia.edu","https://www.academia.edu/download/56413402/ICMPC-2016.pdf","https://scholar.google.com/scholar?cites=6468772922946047044&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-01-23 14:01:29","PDF","","","",,,,,15,5.00,4,4,3,"The present paper envisagesthe effect and optimization of machining parameters on the material removal rate (MRR) and surface roughness (Ra). Application of NSGA-II used for the selection of optimal process parameters during machining of Inconel 718. The …"
10,"R Jiang, C Xinfa, GE Renwei, W Wenhu…","Influence of TiB2 particles on machinability and machining parameter optimization of TiB2/Al MMCs",2018,"Chinese Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1000936117300882","https://scholar.google.com/scholar?cites=12975757572778410677&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-01-23 14:01:29","HTML","","","",,,,,10,5.00,2,5,2,"In situ formed TiB 2 particle reinforced aluminum matrix composites (TiB 2/Al MMCs) have some extraordinary properties which make them be a promising material for high performance aero-engine blade. Due to the influence of TiB 2 particles, the machinability is …"
33,"S Boopathi, K Sivakumar","Experimental investigation and parameter optimization of near-dry wire-cut electrical discharge machining using multi-objective evolutionary algorithm",2013,"The International Journal of Advanced …","Springer","https://link.springer.com/article/10.1007/s00170-012-4680-4","https://scholar.google.com/scholar?cites=6914302897090849033&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-01-23 14:01:29","","","","",,,,,33,4.71,17,2,7,"The near-dry wire-cut electrical discharge machining (WEDM) process is an environment-friendly manufacturing process, in which there is no harmful effect to the operators. The authors focus on the non-polluting ways to cut the materials and to meet the technical …"
37,"P Hu, K Tang","Improving the dynamics of five-axis machining through optimization of workpiece setup and tool orientations",2011,"Computer-Aided Design","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010448511002363","https://scholar.google.com/scholar?cites=14607698141330543446&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-01-23 14:01:29","","","","",,,,,37,4.11,19,2,9,"Existing works in optimization of five-axis machining mainly focus on the machining efficiency and precision, while the dynamic performance of the machine tools has not been fully addressed, especially in high-speed machining, in which the rotary actuators have …"
40,"TM El-Hossainy, AA El-Zoghby, MA Badr…","Cutting parameter optimization when machining different materials",2010,"Materials and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10426914.2010.480998","https://scholar.google.com/scholar?cites=7289658149167572462&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-01-23 14:01:29","","","","",,,,,40,4.00,10,4,10,"Flank wear occurring on the cutting edge increases as machining time goes on. This results in an increase in the cutting force and the surface roughness which leads to product quality deterioration. Predictive time models presented for flank wear, cutting force, and surface …"
4,"E Colleoni, S Moccia, X Du, E De Momi…","Deep learning based robotic tool detection and articulation estimation with spatio-temporal layers",2019,"IEEE Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8715379/","https://scholar.google.com/scholar?cites=15758021107501221184&as_sdt=2005&sciodt=0,5&hl=en",98,"2020-01-23 14:01:29","","","","",,,,,4,4.00,1,5,1,"Surgical-tool joint detection from laparoscopic images is an important but challenging task in computer-assisted minimally invasive surgery. Illumination levels, variations in background and the different number of tools in the field of view, all pose difficulties to algorithm and …"
31,"SR Nipanikar","Parameter optimization of electro discharge machining of AISI D3 steel material by using Taguchi method",2012,"journal of Engineering research and …","technicaljournalsonline.com","https://www.technicaljournalsonline.com/jers/VOL%20III/JERS%20VOL%20III%20ISSUE%20III%20JULY%20SEPTEMBER%202012/ARTICLE%203%20JULY%20SEPT%202012.pdf","https://scholar.google.com/scholar?cites=11359450125716619579&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-01-23 14:01:29","PDF","","","",,,,,31,3.88,31,1,8,"In this paper, the cutting of D3 Steel material using electro discharge machining (EDM) with a copper electrode by using Taguchi methodology has been reported. The Taguchi method is used to formulate the experimental layout, to analyse the effect of each parameter on the …"
11,"Z Yao, Y Li, M Yang, Q Yuan…","Parameter optimization for deformation energy and forming quality in single point incremental forming process using response surface methodology",2017,"Advances in Mechanical …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1687814017710118","https://scholar.google.com/scholar?cites=10926618400509870976&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-01-23 14:01:29","","","","",,,,,11,3.67,2,5,3,"The deformation energy in single point incremental forming has an immediate impact on the processing cost, the heat and the wear effects between the tool and the formed material. Meanwhile, poor forming quality is still one of the largest challenges for the development …"
33,"D Coyle","Post-method pedagogies: Using a second or other language as a learning tool in CLIL settings",2011,"Linguistic insights vol. 108: Content and foreign …","abdn.pure.elsevier.com","https://abdn.pure.elsevier.com/en/publications/post-method-pedagogies-using-a-second-or-other-language-as-a-lear","https://scholar.google.com/scholar?cites=10763944664040048839&as_sdt=2005&sciodt=0,5&hl=en",97,"2020-01-23 14:01:29","CITATION","","","",,,,,33,3.67,33,1,9,"Coyle, D.(2011). Post-method pedagogies: using a second or other language as a learning tool in CLIL settings. In Y. Zarobe, J. Sierra, & F. Gallardo Del Puerto (Eds.), Linguistic insights vol. 108: Content and foreign language integrated-Contributions to multilingualism …"
7,"S Parsana, N Radadia, M Sheth, N Sheth…","Machining parameter optimization for EDM machining of Mg–RE–Zn–Zr alloy using multi-objective Passing Vehicle Search algorithm",2018,"Archives of Civil and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1644966517302042","https://scholar.google.com/scholar?cites=14727982760141297755&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-01-23 14:01:29","","","","",,,,,7,3.50,1,5,2,"Mg alloys are known for their specific strength, stiffness, damping capacity, EMI shielding. Particularly, Rare earths added Mg alloys find applications in the gear box casing, transmission housing, engine mount, ribs, frames, instrument panels due to their improved …"
7,"H Ding, J Tang","Six sigma robust multi-objective optimization modification of machine-tool settings for hypoid gears by considering both geometric and physical performances",2018,"Applied Soft Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S1568494618303223","https://scholar.google.com/scholar?cites=8892220401151156000&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-01-23 14:01:29","","","","",,,,,7,3.50,4,2,2,"With the increasing demands of low noise and high strength from gear transmission system in industry applications, a collaborative optimization considering both geometric and physical performances has been increasingly significant for high-performance complex …"
17,"R Zhang, W Li, Y Liu, C Wang, J Wang, X Yang…","Machining parameter optimization of C/SiC composites using high power picosecond laser",2015,"Applied Surface …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169433215000203","https://scholar.google.com/scholar?cites=4562292015445955268&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-01-23 14:01:29","","","","",,,,,17,3.40,2,7,5,"Picosecond laser is an important machining technology for high hardness materials. In this paper, high power picosecond laser was utilized to drill micro-holes in C/SiC composites, and the effects of different processing parameters including the helical line width and …"
20,"B Shen, B Song, L Cheng, X Lei, F Sun","Optimization on the HFCVD setup for the mass-production of diamond-coated micro-tools based on the FVM temperature simulation",2014,"Surface and Coatings Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0257897214004307","https://scholar.google.com/scholar?cites=1187524962163883276&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-01-23 14:01:29","","","","",,,,,20,3.33,4,5,6,"In the present study, a set of simulations is carried out to optimize the temperature field generated by a hot filament chemical vapor deposition (HFCVD) setup designed for the mass-production of diamond coated micro-tools. The finite volume method (FVM) is adopted …"
10,"L Pastor, A Casellas, M Rupérez…","Interferon-γ–Inducible Protein 10 (IP-10) as a Screening Tool to Optimize Human Immunodeficiency Virus RNA Monitoring in Resource-Limited Settings",2017,"Clinical Infectious …","academic.oup.com","https://academic.oup.com/cid/article-abstract/65/10/1670/3979622","https://scholar.google.com/scholar?cites=11799643571456018734&as_sdt=2005&sciodt=0,5&hl=en",70,"2020-01-23 14:01:29","","","","",,,,,10,3.33,3,4,3,"Interferon-γ–inducible protein-10 is an affordable and easily quantifiable biomarker that can be used to accurately screen individuals on antiretroviral treatment (ART) for detectable viremia, optimizing the use of costly viral load determinations required to monitor ART in low …"
13,"JW Mwakapina, AS Mhandeni, OS Nyinondi","WhatsApp mobile tool in second language learning: Opportunities, potentials and challenges in higher education settings in Tanzania",2016,"","41.73.194.142","http://41.73.194.142:8080/xmlui/handle/123456789/1337","https://scholar.google.com/scholar?cites=490043662983146973&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-01-23 14:01:29","","","","",,,,,13,3.25,4,3,4,"Teaching large classes interactively has always been posing great challenges to language teachers in many of the developing countries. This study sought to explore whether the blending of WhatsApp Social Networking Tool (WSNT) in English Second Language (L2) …"
16,"A Goel, T Singh","The usefulness of mini clinical evaluation exercise as a learning tool in different pediatric clinical settings",2015,"International Journal of Applied and Basic …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4552062/","https://scholar.google.com/scholar?cites=191941843269452686&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-01-23 14:01:29","HTML","","","",,,,,16,3.20,8,2,5,"Background: Mini Clinical Evaluation Exercise (Mini-CEX), have been an underutilized tool for the formative assessment in India. Not many studies have been done in India to examine its feasibility and acceptability in residency programs of most clinical subjects. Aim: To …"
24,"ZP Hao, Y Lu, D Gao, YH Fan…","Cutting parameter optimization based on optimal cutting temperature in machining Inconel718",2012,"Materials and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10426914.2012.689456","https://scholar.google.com/scholar?cites=9170663245970449459&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-01-23 14:01:29","","","","",,,,,24,3.00,5,5,8,"Nickel-based alloy Inconel718 is widely used in the aerospace industry. However, it is difficult to machine. Tool wear is serious, which leads to lower machining efficiency, and it is thus of great importance to choose reasonable cutting parameters to decrease tool wear and …"
9,"X Ming, Q Gao, H Yan, J Liu, C Liao","Mathematical modeling and machining parameter optimization for the surface roughness of face gear grinding",2017,"The International Journal of …","Springer","https://link.springer.com/article/10.1007/s00170-016-9576-2","https://scholar.google.com/scholar?cites=17309051329964838795&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-01-23 14:01:29","","","","",,,,,9,3.00,2,5,3,"Face gear is an important part in the power transmission of helicopter, but its grinding is a difficult problem. In order to enhance the finishing machining surface quality of face gear, the mathematical formula of the residual height of motion trajectory of abrasive grains was …"
6,"S Kosaraju, MV Kumar, N Sateesh","Optimization of machining parameter in turning Inconel 625",2018,"Materials Today: Proceedings","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785317330985","https://scholar.google.com/scholar?cites=11825807346148930013&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-01-23 14:01:29","","","","",,,,,6,3.00,2,3,2,"Inconel 625 materials are widely used in the chemical, aircraft and shipbuilding industries due to thermal resistant retaining mechanical properties. These materials are generally hard to machine material due to their high strength and high work hardening tendency. The …"
3,"F Madrigal, C Maurice, F Lerasle","Hyper-parameter optimization tools comparison for multiple object tracking applications",2019,"Machine Vision and Applications","Springer","https://link.springer.com/article/10.1007/s00138-018-0984-1","https://scholar.google.com/scholar?cites=17745917508186860312&as_sdt=2005&sciodt=0,5&hl=en",79,"2020-01-23 14:01:29","HTML","","","",,,,,3,3.00,1,3,1,"Commonly, an algorithm needs a certain number of variables that control its behavior. The optimal values result in a better performance that could generate profits for companies, make the algorithm stands out from similar applications or improve its ranking in algorithm …"
11,"A Elham, MJL van Tooren","Tool for preliminary structural sizing, weight estimation, and aeroelastic optimization of lifting surfaces",2016,"Proceedings of the Institution of …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0954410015591045","https://scholar.google.com/scholar?cites=10521534128824164887&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-01-23 14:01:29","","","","",,,,,11,2.75,6,2,4,"This paper presents the development and implementation of a tool for wing structural sizing and aeroelastic optimization in early design steps, where the amount of available data about the wing structure is not enough to allow high-fidelity finite element analysis and …"
21,"MA Khan, AS Kumar, A Poomari","A hybrid algorithm to optimize cutting parameter for machining GFRP composite using alumina cutting tools",2012,"The International Journal of Advanced …","Springer","https://link.springer.com/article/10.1007/s00170-011-3553-6","https://scholar.google.com/scholar?cites=14452550895431463994&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-01-23 14:01:29","","","","",,,,,21,2.63,7,3,8,"In this paper, two different evolutionary algorithm-based neural network models were developed to optimise the unit production cost. The hybrid neural network models are, namely, genetic algorithm-based neural network (GA-NN) model and particle swarm …"
10,"H Blake, E Gartshore","Workplace wellness using online learning tools in a healthcare setting",2016,"Nurse education in practice","Elsevier","https://www.sciencedirect.com/science/article/pii/S1471595316300488","https://scholar.google.com/scholar?cites=3819265185925919403&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-01-23 14:01:29","","","","",,,,,10,2.50,5,2,4,"The aim was to develop and evaluate an online learning tool for use with UK healthcare employees, healthcare educators and healthcare students, to increase knowledge of workplace wellness as an important public health issue. A 'Workplace Wellness'e-learning …"
5,"E Detroyer, F Dobbels, A Teodorczuk…","Effect of an interactive E-learning tool for delirium on patient and nursing outcomes in a geriatric hospital setting: findings of a before-after study",2018,"BMC …","bmcgeriatr.biomedcentral.com","https://bmcgeriatr.biomedcentral.com/articles/10.1186/s12877-018-0715-5","https://scholar.google.com/scholar?cites=3939086485095934229&as_sdt=2005&sciodt=0,5&hl=en",72,"2020-01-23 14:01:29","HTML","","","",,,,,5,2.50,1,4,2,"Education of healthcare workers is a core element of multicomponent delirium strategies to improve delirium care and, consequently, patient outcomes. However, traditional educational strategies are notoriously difficult to implement. E-learning is hypothesised to be …"
